year,country,session,happiness_average
2017,VEN,72,5.362175084175084
2017,VNM,72,5.516003086419753
2017,VUT,72,5.460120160213619
2017,WSM,72,5.471086289969339
2017,YEM,72,5.383279258400927
2017,ZAF,72,5.422186915887851
2017,ZMB,72,5.4820103473762005
2017,ZWE,72,5.450748349229641
2018,AFG,73,5.42573293768546
2018,AGO,73,5.45983193277311
2018,ALB,73,5.526192771084337
2018,AND,73,5.446963123644252
2018,ARE,73,5.353141025641025
2018,ARG,73,5.473507246376812
2018,ARM,73,5.439236245954693
2018,ATG,73,5.366282186948854
2018,AUS,73,5.54267042542286
2018,AUT,73,5.37172335600907
2018,AZE,73,5.46486646884273
2018,BDI,73,5.445698178664355
2018,BEL,73,5.456495553759095
2018,BEN,73,5.498940217391305
2018,BFA,73,5.417077782552643
2018,BGD,73,5.4986041666666665
2018,BGR,73,5.4515114964191485
2018,BHR,73,5.441787934186472
2018,BHS,73,5.42852593266606
2018,BIH,73,5.403991596638655
2018,BLR,73,5.462043294614572
2018,BLZ,73,5.455040567951318
2018,BOL,73,5.42337330552659
2018,BRA,73,5.520223642172525
2018,BRB,73,5.386150851581509
2018,BRN,73,5.581773399014779
2018,BTN,73,5.502040946896992
2018,BWA,73,5.5182020547945205
2018,CAF,73,5.5097578534031415
2018,CAN,73,5.498573558648111
2018,CHE,73,5.480491452991453
2018,CHL,73,5.440311156083987
2018,CHN,73,5.510133279483037
2018,CIV,73,5.416427996781979
2018,CMR,73,5.415524038461539
2018,COD,73,5.4149818181818175
2018,COG,73,5.45477738515901
2018,COL,73,5.428358585858586
2018,COM,73,5.433757170172084
2018,CPV,73,5.436642424242423
2018,CRI,73,5.458321554770317
2018,CUB,73,5.371198945981555
2018,CYP,73,5.460941043083899
2018,CZE,73,5.4114915797915
2018,DEU,73,5.413822821376987
2018,DJI,73,5.440708103855233
2018,DMA,73,5.371088618983356
2018,DNK,73,5.507139903514818
2018,DOM,73,5.440963488843813
2018,DZA,73,5.455665634674924
2018,ECU,73,5.5354765395894425
2018,EGY,73,5.418328075709779
2018,ERI,73,5.2843184296619405
2018,ESP,73,5.436319036427732
2018,EST,73,5.493698135898977
2018,ETH,73,5.50371650821089
2018,EU,73,5.524158829676072
2018,FIN,73,5.510222222222224
2018,FJI,73,5.50847526772055
2018,FRA,73,5.42252664824319
2018,FSM,73,5.426933638443935
2018,GAB,73,5.450577526679222
2018,GBR,73,5.450036585365853
2018,GEO,73,5.497467597208376
2018,GHA,73,5.456803394625177
2018,GIN,73,5.488945981554678
2018,GMB,73,5.554681274900397
2018,GNB,73,5.454097279472382
2018,GNQ,73,5.454654418197725
2018,GRC,73,5.381519823788547
2018,GRD,73,5.469466170080695
2018,GTM,73,5.372557947019867
2018,GUY,73,5.4644404113732605
2018,HND,73,5.466932938856015
2018,HRV,73,5.5025
2018,HTI,73,5.426358944954128
2018,HUN,73,5.412547065337764
2018,IDN,73,5.534469453376206
2018,IND,73,5.402546318289786
2018,IRL,73,5.450608190709047
2018,IRN,73,5.239113092444862
2018,IRQ,73,5.3384892897407
2018,ISL,73,5.538771186440678
2018,ISR,73,5.312363971718414
2018,ITA,73,5.516521239954075
2018,JAM,73,5.478791556728233
2018,JOR,73,5.466844827586207
2018,JPN,73,5.565664709022958
2018,KAZ,73,5.5130667800935775
2018,KEN,73,5.398442211055277
2018,KGZ,73,5.52648988136776
2018,KHM,73,5.400975813177649
2018,KIR,73,5.552383202099738
2018,KNA,73,5.470034965034965
2018,KOR,73,5.554273504273504
2018,KWT,73,5.3996021220159145
2018,LAO,73,5.477068557919622
2018,LBN,73,5.332480893592005
2018,LBR,73,5.508255908720456
2018,LBY,73,5.3773047945205485
2018,LCA,73,5.447464303298867
2018,LIE,73,5.431592140921409
2018,LKA,73,5.437463175122749
2018,LSO,73,5.47413296398892
2018,LTU,73,5.333642384105961
2018,LUX,73,5.394233252623083
2018,LVA,73,5.479557783018868
2018,MAR,73,5.503189858490566
2018,MCO,73,5.479453924914676
2018,MDA,73,5.474284188034188
2018,MDG,73,5.482189960629922
2018,MDV,73,5.4842555147058825
2018,MEX,73,5.518891156462585
2018,MHL,73,5.448554707379135
2018,MKD,73,5.402545454545455
2018,MLI,73,5.478759770713913
2018,MLT,73,5.428538122243227
2018,MMR,73,5.436335141651598
2018,MNE,73,5.49170509383378
2018,MNG,73,5.475858494817485
2018,MOZ,73,5.533425925925926
2018,MRT,73,5.4740024783147465
2018,MUS,73,5.472527924750147
2018,MWI,73,5.489486094316808
2018,MYS,73,5.28269717624148
2018,NAM,73,5.480165949600491
2018,NER,73,5.467349753694582
2018,NGA,73,5.447992978349912
2018,NIC,73,5.36621052631579
2018,NLD,73,5.489819168173599
2018,NOR,73,5.521652694610778
2018,NPL,73,5.505925432756325
2018,NRU,73,5.503182686187142
2018,NZL,73,5.471721746226031
2018,OMN,73,5.46228476821192
2018,PAK,73,5.370163607342379
2018,PAN,73,5.539832020997375
2018,PER,73,5.429343474779824
2018,PHL,73,5.469459269662922
2018,PLW,73,5.553369923161361
2018,PNG,73,5.600748399803053
2018,POL,73,5.482592391304348
2018,PRK,73,5.408869659275284
2018,PRT,73,5.463195435092724
2018,PRY,73,5.515233739837398
2018,PSE,73,5.358758641418696
2018,QAT,73,5.356666666666667
2018,ROU,73,5.563562386980108
2018,RUS,73,5.371868978805395
2018,RWA,73,5.491522633744856
2018,SAU,73,5.398336330935252
2018,SDN,73,5.429716269242379
2018,SEN,73,5.523684538653368
2018,SGP,73,5.477132542547705
2018,SLB,73,5.529072164948453
2018,SLE,73,5.58073967339097
2018,SLV,73,5.485888888888889
2018,SMR,73,5.459681614349776
2018,SOM,73,5.516535141800246
2018,SRB,73,5.506681759379043
2018,SSD,73,5.47900826446281
2018,STP,73,5.510819672131148
2018,SUR,73,5.444686635944701
2018,SVK,73,5.396501079913607
2018,SVN,73,5.464660018132367
2018,SWE,73,5.4749730700179535
2018,SWZ,73,5.495432984004412
2018,SYC,73,5.548401109057301
2018,SYR,73,5.265601082334751
2018,TCD,73,5.381559213534522
2018,TGO,73,5.488978102189781
2018,THA,73,5.529076396807298
2018,TJK,73,5.457852760736197
2018,TKM,73,5.571188940092165
2018,TLS,73,5.47295593220339
2018,TON,73,5.516378326996199
2018,TTO,73,5.4095984112974405
2018,TUN,73,5.490669833729217
2018,TUR,73,5.444203618304363
2018,TUV,73,5.544846468781986
2018,TZA,73,5.423632989690722
2018,UGA,73,5.451904761904762
2018,UKR,73,5.370582706766918
2018,URY,73,5.423691322901849
2018,USA,73,5.498853211009174
2018,UZB,73,5.488187608569773
2018,VAT,73,5.441703585293445
2018,VCT,73,5.343755522827688
2018,VEN,73,5.372906548933039
2018,VNM,73,5.586693349753695
2018,VUT,73,5.517936979785969
2018,WSM,73,5.487223823246878
2018,YEM,73,5.386652030735456
2018,ZAF,73,5.478848704038577
2018,ZMB,73,5.53451951951952
2018,ZWE,73,5.529450636942675
2019,AFG,74,5.497924217462933
2019,AGO,74,5.426401785714286
2019,ALB,74,5.395629047178539
2019,AND,74,5.429156219864995
2019,ARE,74,5.423655984303466
2019,ARG,74,5.459176928062217
2019,ARM,74,5.4673082223243
2019,ATG,74,5.350509515039901
2019,AUS,74,5.595238095238095
2019,AUT,74,5.378565539983512
2019,AZE,74,5.405566265060241
2019,BDI,74,5.407006369426752
2019,BEL,74,5.41740125930166
2019,BEN,74,5.474474114441417
2019,BFA,74,5.413872196360559
2019,BGD,74,5.521379673512375
2019,BGR,74,5.462992602555481
2019,BHR,74,5.428701059419622
2019,BHS,74,5.430267798824298
2019,BIH,74,5.424523608768971
2019,BLR,74,5.403413413413413
2019,BLZ,74,5.425495911837896
2019,BOL,74,5.441033434650456
2019,BRA,74,5.480439488356838
2019,BRB,74,5.433429792831305
2019,BRN,74,5.520142711518859
2019,BTN,74,5.548608
2019,BWA,74,5.495099337748344
2019,CAF,74,5.496869129618034
2019,CAN,74,5.560020100502513
2019,CHE,74,5.574770642201835
2019,CHL,74,5.449669830788278
