year,country,session,happiness_average,happiness_standard_deviation
1955,UKR,10,5.38849408390104,1.103526210111151
1955,URY,10,5.528110716099542,1.1284633824276284
1955,USA,10,5.412614885114885,1.1150602897102897
1955,VEN,10,5.437576923076923,1.1031621794871795
1955,YEM,10,5.418962585034014,1.116872619047619
1955,YUG,10,5.443746870653686,1.1092167732962448
1955,ZAF,10,5.344457197513152,1.1093948589191776
1956,ALB,11,5.441333084391337,1.1196496265870053
1956,ARG,11,5.441646075581395,1.1292494912790696
1956,AUS,11,5.399437486733178,1.1172747611971983
1956,AUT,11,5.411246987951806,1.1287166265060242
1956,BGR,11,5.378443193997856,1.1157856109324757
1956,BLR,11,5.36109317904994,1.128751370280146
1956,BOL,11,5.386282559456398,1.121485758776897
1956,BRA,11,5.3744889420203235,1.1308698147041243
1956,CAN,11,5.381586767591814,1.125065180824222
1956,CHL,11,5.445879005690327,1.1232562144354596
1956,CHN,11,5.3900807017543855,1.1438587368421054
1956,CRI,11,5.379002506265665,1.1110142857142857
1956,CSK,11,5.359415280665281,1.1233875259875261
1956,CUB,11,5.3908031007751935,1.1154885581395348
1956,DOM,11,5.444827315541602,1.1092304945054945
1956,ECU,11,5.428850681536555,1.1156008364312267
1956,EGY,11,5.358145137880987,1.1031603193033384
1956,ESP,11,5.367291301809691,1.112374314068885
1956,ETH,11,5.368737283064034,1.1071043087971275
1956,FRA,11,5.285256410256411,1.1245949602122018
1956,GBR,11,5.359875950380153,1.1232833533413367
1956,GRC,11,5.361383812010444,1.1235696083550915
1956,GTM,11,5.357132556849695,1.1080747365501944
1956,HTI,11,5.363638666103841,1.1215622625580415
1956,HUN,11,5.404827225130891,1.136820157068063
1956,IDN,11,5.409906674208145,1.12349810520362
1956,IND,11,5.3591277857944535,1.1062338063171397
1956,IRL,11,5.343339378825664,1.118103083201088
1956,IRN,11,5.394395852119026,1.1238727682596932
1956,IRQ,11,5.393376808640717,1.1355582637049113
1956,ISR,11,5.29656037414966,1.1273670280612245
1956,ITA,11,5.317108173725385,1.1277687078500136
1956,JOR,11,5.367111602753195,1.1224938053097344
1956,KHM,11,5.452351097178684,1.1193510971786835
1956,LAO,11,5.454045801526718,1.1120026044005389
1956,LBR,11,5.394294797687862,1.1131969942196531
1956,LBY,11,5.559957492029756,1.0935304994686506
1956,LKA,11,5.386647798742138,1.119415681341719
1956,MAR,11,5.4255862068965515,1.1166207389162561
1956,MMR,11,5.40070408665682,1.1259890201871
1956,NLD,11,5.390815315315316,1.1069221621621623
1956,NOR,11,5.377315128562886,1.1209175004983056
1956,NPL,11,5.439317147192717,1.1347065756196255
1956,NZL,11,5.384022274022274,1.1181865319865318
1956,PAK,11,5.433408637873754,1.1245991029900333
1956,PAN,11,5.396608187134503,1.1079570850202427
1956,PER,11,5.323892086330934,1.1219554436450838
1956,PHL,11,5.399163602941178,1.1196206341911765
1956,POL,11,5.459131957960296,1.1210604126119113
1956,PRT,11,5.399237500000001,1.1126828125000001
1956,PRY,11,5.384743052912067,1.1206753711457937
1956,ROU,11,5.376511698571862,1.1171029474323915
1956,RUS,11,5.323983450031827,1.1281492297899427
1956,SDN,11,5.429704928664072,1.122016083009079
1956,SLV,11,5.397736263736264,1.1096740659340658
1956,SWE,11,5.283914559721011,1.1319156931124672
1956,SYR,11,5.361753684210527,1.1012233894736843
1956,THA,11,5.391223671013039,1.1188805416248746
1956,TUN,11,5.437489234845975,1.1242999337528983
1956,UKR,11,5.299904492394766,1.1166332507958967
1956,URY,11,5.390074906367041,1.123463899292551
1956,USA,11,5.421950915141431,1.1379680116472548
1956,VEN,11,5.429882352941177,1.1185087955182074
1956,YEM,11,5.32408830744072,1.1130525756336878
1956,YUG,11,5.332858176555717,1.11798006512301
1956,ZAF,11,5.346459306614212,1.1248765920826163
1957,AFG,12,5.4876335078534035,1.1113949738219895
